Entity,Code,Date,Total confirmed deaths per million (deaths per million),Daily confirmed deaths per million (deaths per million)
Finland,FIN,"May 7, 2020",45.481,1.083
Finland,FIN,"May 8, 2020",46.023,0.541
Finland,FIN,"May 9, 2020",46.925,0.902
France,FRA,"Feb 15, 2020",0.015,0.015
France,FRA,"Feb 16, 2020",0.015,
France,FRA,"Feb 17, 2020",0.015,
France,FRA,"Feb 18, 2020",0.015,
France,FRA,"Feb 19, 2020",0.015,
France,FRA,"Feb 20, 2020",0.015,
France,FRA,"Feb 21, 2020",0.015,
France,FRA,"Feb 22, 2020",0.015,
France,FRA,"Feb 23, 2020",0.015,
France,FRA,"Feb 24, 2020",0.015,
France,FRA,"Feb 25, 2020",0.015,
France,FRA,"Feb 26, 2020",0.015,
France,FRA,"Feb 27, 2020",0.031,0.015
France,FRA,"Feb 28, 2020",0.031,
France,FRA,"Feb 29, 2020",0.031,
France,FRA,"Mar 1, 2020",0.031,
France,FRA,"Mar 2, 2020",0.031,
France,FRA,"Mar 3, 2020",0.046,0.015
France,FRA,"Mar 4, 2020",0.061,0.015
France,FRA,"Mar 5, 2020",0.061,
France,FRA,"Mar 6, 2020",0.107,0.046
France,FRA,"Mar 7, 2020",0.138,0.031
France,FRA,"Mar 8, 2020",0.153,0.015
France,FRA,"Mar 9, 2020",0.291,0.138
France,FRA,"Mar 10, 2020",0.46,0.169
France,FRA,"Mar 11, 2020",0.506,0.046
France,FRA,"Mar 12, 2020",0.735,0.23
France,FRA,"Mar 13, 2020",0.935,0.199
France,FRA,"Mar 14, 2020",1.21,0.276
France,FRA,"Mar 15, 2020",1.394,0.184
France,FRA,"Mar 16, 2020",1.946,0.552
France,FRA,"Mar 17, 2020",2.267,0.322
France,FRA,"Mar 18, 2020",2.681,0.414
France,FRA,"Mar 19, 2020",3.738,1.057
France,FRA,"Mar 20, 2020",5.699,1.961
France,FRA,"Mar 21, 2020",6.894,1.195
France,FRA,"Mar 22, 2020",8.61,1.716
France,FRA,"Mar 23, 2020",10.326,1.716
France,FRA,"Mar 24, 2020",13.175,2.85
France,FRA,"Mar 25, 2020",16.852,3.677
France,FRA,"Mar 26, 2020",20.391,3.539
France,FRA,"Mar 27, 2020",25.983,5.592
France,FRA,"Mar 28, 2020",30.564,4.581
France,FRA,"Mar 29, 2020",35.451,4.887
France,FRA,"Mar 30, 2020",39.924,4.473
France,FRA,"Mar 31, 2020",46.328,6.404
France,FRA,"Apr 1, 2020",53.973,7.645
France,FRA,"Apr 2, 2020",61.771,7.798
France,FRA,"Apr 3, 2020",68.987,7.216
France,FRA,"Apr 4, 2020",99.688,30.702
France,FRA,"Apr 5, 2020",115.82,16.132
France,FRA,"Apr 6, 2020",123.756,7.936
France,FRA,"Apr 7, 2020",136.518,12.762
France,FRA,"Apr 8, 2020",158.227,21.709
France,FRA,"Apr 9, 2020",166.515,8.288
France,FRA,"Apr 10, 2020",187.059,20.544
France,FRA,"Apr 11, 2020",202.18,15.121
France,FRA,"Apr 12, 2020",211.908,9.728
France,FRA,"Apr 13, 2020",220.503,8.595
France,FRA,"Apr 14, 2020",229.297,8.794
France,FRA,"Apr 15, 2020",240.971,11.674
France,FRA,"Apr 16, 2020",263.001,22.03
France,FRA,"Apr 17, 2020",274.537,11.536
France,FRA,"Apr 18, 2020",286.196,11.659
France,FRA,"Apr 19, 2020",296.031,9.836
France,FRA,"Apr 20, 2020",302.083,6.051
France,FRA,"Apr 21, 2020",310.463,8.38
France,FRA,"Apr 22, 2020",318.598,8.135
France,FRA,"Apr 23, 2020",326.932,8.334
France,FRA,"Apr 24, 2020",334.837,7.905
France,FRA,"Apr 25, 2020",340.797,5.96
France,FRA,"Apr 26, 2020",346.45,5.653
France,FRA,"Apr 27, 2020",350.157,3.707
France,FRA,"Apr 28, 2020",356.852,6.695
France,FRA,"Apr 29, 2020",362.475,5.622
France,FRA,"Apr 30, 2020",369.016,6.542
France,FRA,"May 1, 2020",373.444,4.428
France,FRA,"May 2, 2020",376.784,3.34
France,FRA,"May 3, 2020",379.327,2.543
France,FRA,"May 4, 2020",381.395,2.068
France,FRA,"May 5, 2020",386.083,4.688
France,FRA,"May 6, 2020",391.139,5.056
France,FRA,"May 7, 2020",395.398,4.259
France,FRA,"May 8, 2020",398.125,2.727
France,FRA,"May 9, 2020",401.848,3.723
Gabon,GAB,"Mar 21, 2020",0.449,0.449
Gabon,GAB,"Mar 22, 2020",0.449,
Gabon,GAB,"Mar 23, 2020",0.449,
Gabon,GAB,"Mar 24, 2020",0.449,
Gabon,GAB,"Mar 25, 2020",0.449,
Gabon,GAB,"Mar 26, 2020",0.449,
Gabon,GAB,"Mar 27, 2020",0.449,
Gabon,GAB,"Mar 28, 2020",0.449,
Gabon,GAB,"Mar 29, 2020",0.449,
Gabon,GAB,"Mar 30, 2020",0.449,
Gabon,GAB,"Mar 31, 2020",0.449,
Gabon,GAB,"Apr 1, 2020",0.449,
Gabon,GAB,"Apr 2, 2020",0.449,
Gabon,GAB,"Apr 3, 2020",0.449,
Gabon,GAB,"Apr 4, 2020",0.449,
Gabon,GAB,"Apr 5, 2020",0.449,
Gabon,GAB,"Apr 6, 2020",0.449,
Gabon,GAB,"Apr 7, 2020",0.449,
Gabon,GAB,"Apr 8, 2020",0.449,
Gabon,GAB,"Apr 9, 2020",0.449,
Gabon,GAB,"Apr 10, 2020",0.449,
Gabon,GAB,"Apr 11, 2020",0.449,
Gabon,GAB,"Apr 12, 2020",0.449,
Gabon,GAB,"Apr 13, 2020",0.449,
Gabon,GAB,"Apr 14, 2020",0.449,
Gabon,GAB,"Apr 15, 2020",0.449,
Gabon,GAB,"Apr 16, 2020",0.449,
Gabon,GAB,"Apr 17, 2020",0.449,
Gabon,GAB,"Apr 18, 2020",0.449,
Gabon,GAB,"Apr 19, 2020",0.449,
Gabon,GAB,"Apr 20, 2020",0.449,
Gabon,GAB,"Apr 21, 2020",0.449,
Gabon,GAB,"Apr 22, 2020",0.449,
Gabon,GAB,"Apr 23, 2020",0.449,
Gabon,GAB,"Apr 24, 2020",0.899,0.449
Gabon,GAB,"Apr 25, 2020",1.348,0.449
Gabon,GAB,"Apr 26, 2020",1.348,
Gabon,GAB,"Apr 27, 2020",1.348,
Gabon,GAB,"Apr 28, 2020",1.348,
Gabon,GAB,"Apr 29, 2020",1.348,
Gabon,GAB,"Apr 30, 2020",1.348,
Gabon,GAB,"May 1, 2020",1.348,
Gabon,GAB,"May 2, 2020",1.797,0.449
Gabon,GAB,"May 3, 2020",2.246,0.449
Gabon,GAB,"May 4, 2020",2.246,
Gabon,GAB,"May 5, 2020",2.696,0.449
Gabon,GAB,"May 6, 2020",2.696,
Gabon,GAB,"May 7, 2020",3.594,0.899
Gabon,GAB,"May 8, 2020",3.594,
Gabon,GAB,"May 9, 2020",3.594,
Gambia,GMB,"Mar 24, 2020",0.414,0.414
Gambia,GMB,"Mar 25, 2020",0.414,
Gambia,GMB,"Mar 26, 2020",0.414,
Gambia,GMB,"Mar 27, 2020",0.414,
Gambia,GMB,"Mar 28, 2020",0.414,
Gambia,GMB,"Mar 29, 2020",0.414,
Gambia,GMB,"Mar 30, 2020",0.414,
Gambia,GMB,"Mar 31, 2020",0.414,
Gambia,GMB,"Apr 1, 2020",0.414,
Gambia,GMB,"Apr 2, 2020",0.414,
Gambia,GMB,"Apr 3, 2020",0.414,
Gambia,GMB,"Apr 4, 2020",0.414,
Gambia,GMB,"Apr 5, 2020",0.414,
Gambia,GMB,"Apr 6, 2020",0.414,
Gambia,GMB,"Apr 7, 2020",0.414,
Gambia,GMB,"Apr 8, 2020",0.414,
Gambia,GMB,"Apr 9, 2020",0.414,
Gambia,GMB,"Apr 10, 2020",0.414,
Gambia,GMB,"Apr 11, 2020",0.414,
Gambia,GMB,"Apr 12, 2020",0.414,
Gambia,GMB,"Apr 13, 2020",0.414,
Gambia,GMB,"Apr 14, 2020",0.414,
Gambia,GMB,"Apr 15, 2020",0.414,
Gambia,GMB,"Apr 16, 2020",0.414,
Gambia,GMB,"Apr 17, 2020",0.414,
Gambia,GMB,"Apr 18, 2020",0.414,
Gambia,GMB,"Apr 19, 2020",0.414,
Gambia,GMB,"Apr 20, 2020",0.414,
Gambia,GMB,"Apr 21, 2020",0.414,
Gambia,GMB,"Apr 22, 2020",0.414,
Gambia,GMB,"Apr 23, 2020",0.414,
Gambia,GMB,"Apr 24, 2020",0.414,
Gambia,GMB,"Apr 25, 2020",0.414,
Gambia,GMB,"Apr 26, 2020",0.414,
Gambia,GMB,"Apr 27, 2020",0.414,
Gambia,GMB,"Apr 28, 2020",0.414,
Gambia,GMB,"Apr 29, 2020",0.414,
Gambia,GMB,"Apr 30, 2020",0.414,
Gambia,GMB,"May 1, 2020",0.414,
Gambia,GMB,"May 2, 2020",0.414,
Gambia,GMB,"May 3, 2020",0.414,
Gambia,GMB,"May 4, 2020",0.414,
Gambia,GMB,"May 5, 2020",0.414,
Gambia,GMB,"May 6, 2020",0.414,
Gambia,GMB,"May 7, 2020",0.414,
Gambia,GMB,"May 8, 2020",0.414,
Gambia,GMB,"May 9, 2020",0.414,
Georgia,GEO,"Apr 6, 2020",0.501,0.501
Georgia,GEO,"Apr 7, 2020",0.501,
Georgia,GEO,"Apr 8, 2020",0.752,0.251
Georgia,GEO,"Apr 9, 2020",0.752,
Georgia,GEO,"Apr 10, 2020",0.752,
Georgia,GEO,"Apr 11, 2020",0.752,
Georgia,GEO,"Apr 12, 2020",0.752,
Georgia,GEO,"Apr 13, 2020",0.752,
Georgia,GEO,"Apr 14, 2020",0.752,
Georgia,GEO,"Apr 15, 2020",0.752,
Georgia,GEO,"Apr 16, 2020",0.752,
Georgia,GEO,"Apr 17, 2020",0.752,
Georgia,GEO,"Apr 18, 2020",0.752,
Georgia,GEO,"Apr 19, 2020",1.003,0.251
Georgia,GEO,"Apr 20, 2020",1.003,
Georgia,GEO,"Apr 21, 2020",1.003,
Georgia,GEO,"Apr 22, 2020",1.003,
Georgia,GEO,"Apr 23, 2020",1.253,0.251
Georgia,GEO,"Apr 24, 2020",1.253,
Georgia,GEO,"Apr 25, 2020",1.253,
Georgia,GEO,"Apr 26, 2020",1.253,
Georgia,GEO,"Apr 27, 2020",1.504,0.251
Georgia,GEO,"Apr 28, 2020",1.504,
Georgia,GEO,"Apr 29, 2020",1.504,
Georgia,GEO,"Apr 30, 2020",1.504,
Georgia,GEO,"May 1, 2020",1.504,
Georgia,GEO,"May 2, 2020",2.005,0.501
Georgia,GEO,"May 3, 2020",2.005,
Georgia,GEO,"May 4, 2020",2.256,0.251
Georgia,GEO,"May 5, 2020",2.256,
Georgia,GEO,"May 6, 2020",2.256,
Georgia,GEO,"May 7, 2020",2.256,
Georgia,GEO,"May 8, 2020",2.256,
Georgia,GEO,"May 9, 2020",2.507,0.251
Germany,DEU,"Mar 10, 2020",0.024,0.024
Germany,DEU,"Mar 11, 2020",0.024,
Germany,DEU,"Mar 12, 2020",0.036,0.012
Germany,DEU,"Mar 13, 2020",0.06,0.024
Germany,DEU,"Mar 14, 2020",0.06,
Germany,DEU,"Mar 15, 2020",0.095,0.036
Germany,DEU,"Mar 16, 2020",0.143,0.048
Germany,DEU,"Mar 17, 2020",0.155,0.012
Germany,DEU,"Mar 18, 2020",0.155,
Germany,DEU,"Mar 19, 2020",0.155,
Germany,DEU,"Mar 20, 2020",0.513,0.358
Germany,DEU,"Mar 21, 2020",0.537,0.024
Germany,DEU,"Mar 22, 2020",0.8,0.263
Germany,DEU,"Mar 23, 2020",1.122,0.322
Germany,DEU,"Mar 24, 2020",1.504,0.382
Germany,DEU,"Mar 25, 2020",1.778,0.275
Germany,DEU,"Mar 26, 2020",2.363,0.585
Germany,DEU,"Mar 27, 2020",3.02,0.656
Germany,DEU,"Mar 28, 2020",3.879,0.859
Germany,DEU,"Mar 29, 2020",4.643,0.764
Germany,DEU,"Mar 30, 2020",5.431,0.788
Germany,DEU,"Mar 31, 2020",6.958,1.528
Germany,DEU,"Apr 1, 2020",8.737,1.778
Germany,DEU,"Apr 2, 2020",10.408,1.671
Germany,DEU,"Apr 3, 2020",12.138,1.731
Germany,DEU,"Apr 4, 2020",13.821,1.683
Germany,DEU,"Apr 5, 2020",16.017,2.196
Germany,DEU,"Apr 6, 2020",17.115,1.098
Germany,DEU,"Apr 7, 2020",19.18,2.065
Germany,DEU,"Apr 8, 2020",22.212,3.032
Germany,DEU,"Apr 9, 2020",25.148,2.936
Germany,DEU,"Apr 10, 2020",28.323,3.175
Germany,DEU,"Apr 11, 2020",30.364,2.041
Germany,DEU,"Apr 12, 2020",31.903,1.54
Germany,DEU,"Apr 13, 2020",33.407,1.504
Germany,DEU,"Apr 14, 2020",35.436,2.029
Germany,DEU,"Apr 15, 2020",38.838,3.402
Germany,DEU,"Apr 16, 2020",42.598,3.76
Germany,DEU,"Apr 17, 2020",46.166,3.569
Germany,DEU,"Apr 18, 2020",49.055,2.888
Germany,DEU,"Apr 19, 2020",51.251,2.196
Germany,DEU,"Apr 20, 2020",52.564,1.313
Germany,DEU,"Apr 21, 2020",54.879,2.315
Germany,DEU,"Apr 22, 2020",58.233,3.354
Germany,DEU,"Apr 23, 2020",60.799,2.566
Germany,DEU,"Apr 24, 2020",63.509,2.709
Germany,DEU,"Apr 25, 2020",65.645,2.136
Germany,DEU,"Apr 26, 2020",67.316,1.671
Germany,DEU,"Apr 27, 2020",68.629,1.313
Germany,DEU,"Apr 28, 2020",70.574,1.945
Germany,DEU,"Apr 29, 2020",72.985,2.411
Germany,DEU,"Apr 30, 2020",75.05,2.065
Germany,DEU,"May 1, 2020",75.05,
Germany,DEU,"May 2, 2020",78.476,3.425
Germany,DEU,"May 3, 2020",79.359,0.883
Germany,DEU,"May 4, 2020",79.872,0.513
Germany,DEU,"May 5, 2020",81.531,1.659
Germany,DEU,"May 6, 2020",83.5,1.969
Germany,DEU,"May 7, 2020",84.969,1.468
Germany,DEU,"May 8, 2020",86.723,1.755
Germany,DEU,"May 9, 2020",87.952,1.229
Ghana,GHA,"Mar 22, 2020",0.032,0.032
Ghana,GHA,"Mar 23, 2020",0.032,
Ghana,GHA,"Mar 24, 2020",0.064,0.032
Ghana,GHA,"Mar 25, 2020",0.064,
Ghana,GHA,"Mar 26, 2020",0.097,0.032
Ghana,GHA,"Mar 27, 2020",0.097,
Ghana,GHA,"Mar 28, 2020",0.097,
Ghana,GHA,"Mar 29, 2020",0.161,0.064
Ghana,GHA,"Mar 30, 2020",0.161,
Ghana,GHA,"Mar 31, 2020",0.161,
Ghana,GHA,"Apr 1, 2020",0.161,
Ghana,GHA,"Apr 2, 2020",0.161,
Ghana,GHA,"Apr 3, 2020",0.161,
Ghana,GHA,"Apr 4, 2020",0.161,
Ghana,GHA,"Apr 5, 2020",0.161,
Ghana,GHA,"Apr 6, 2020",0.161,
Ghana,GHA,"Apr 7, 2020",0.161,
Ghana,GHA,"Apr 8, 2020",0.161,
Ghana,GHA,"Apr 9, 2020",0.193,0.032
Ghana,GHA,"Apr 10, 2020",0.193,
Ghana,GHA,"Apr 11, 2020",0.193,
Ghana,GHA,"Apr 12, 2020",0.257,0.064
Ghana,GHA,"Apr 13, 2020",0.257,
Ghana,GHA,"Apr 14, 2020",0.257,
Ghana,GHA,"Apr 15, 2020",0.257,
Ghana,GHA,"Apr 16, 2020",0.257,
Ghana,GHA,"Apr 17, 2020",0.257,
Ghana,GHA,"Apr 18, 2020",0.257,
Ghana,GHA,"Apr 19, 2020",0.29,0.032
Ghana,GHA,"Apr 20, 2020",0.29,
Ghana,GHA,"Apr 21, 2020",0.29,
Ghana,GHA,"Apr 22, 2020",0.29,
Ghana,GHA,"Apr 23, 2020",0.29,
Ghana,GHA,"Apr 24, 2020",0.29,
Ghana,GHA,"Apr 25, 2020",0.322,0.032
Ghana,GHA,"Apr 26, 2020",0.322,
Ghana,GHA,"Apr 27, 2020",0.354,0.032
Ghana,GHA,"Apr 28, 2020",0.354,
Ghana,GHA,"Apr 29, 2020",0.515,0.161
Ghana,GHA,"Apr 30, 2020",0.515,
Ghana,GHA,"May 1, 2020",0.547,0.032
Ghana,GHA,"May 2, 2020",0.547,
Ghana,GHA,"May 3, 2020",0.579,0.032
Ghana,GHA,"May 4, 2020",0.579,
Ghana,GHA,"May 5, 2020",0.579,
Ghana,GHA,"May 6, 2020",0.579,
Ghana,GHA,"May 7, 2020",0.579,
Ghana,GHA,"May 8, 2020",0.579,
Ghana,GHA,"May 9, 2020",0.579,
Greece,GRC,"Mar 12, 2020",0.096,0.096
Greece,GRC,"Mar 13, 2020",0.096,
Greece,GRC,"Mar 14, 2020",0.096,
Greece,GRC,"Mar 15, 2020",0.288,0.192
Greece,GRC,"Mar 16, 2020",0.384,0.096
Greece,GRC,"Mar 17, 2020",0.384,
Greece,GRC,"Mar 18, 2020",0.48,0.096
Greece,GRC,"Mar 19, 2020",0.48,
Greece,GRC,"Mar 20, 2020",0.48,
Greece,GRC,"Mar 21, 2020",0.768,0.288
Greece,GRC,"Mar 22, 2020",1.247,0.48
Greece,GRC,"Mar 23, 2020",1.439,0.192
Greece,GRC,"Mar 24, 2020",1.631,0.192
Greece,GRC,"Mar 25, 2020",1.919,0.288
Greece,GRC,"Mar 26, 2020",2.111,0.192
Greece,GRC,"Mar 27, 2020",2.494,0.384
Greece,GRC,"Mar 28, 2020",2.686,0.192
Greece,GRC,"Mar 29, 2020",3.07,0.384
Greece,GRC,"Mar 30, 2020",3.646,0.576
Greece,GRC,"Mar 31, 2020",4.125,0.48
Greece,GRC,"Apr 1, 2020",4.701,0.576
Greece,GRC,"Apr 2, 2020",4.797,0.096
Greece,GRC,"Apr 3, 2020",5.085,0.288
Greece,GRC,"Apr 4, 2020",5.661,0.576
Greece,GRC,"Apr 5, 2020",6.524,0.863
Greece,GRC,"Apr 6, 2020",7.004,0.48
Greece,GRC,"Apr 7, 2020",7.579,0.576
Greece,GRC,"Apr 8, 2020",7.771,0.192
Greece,GRC,"Apr 9, 2020",7.963,0.192
Greece,GRC,"Apr 10, 2020",8.251,0.288
Greece,GRC,"Apr 11, 2020",8.635,0.384
Greece,GRC,"Apr 12, 2020",8.923,0.288
Greece,GRC,"Apr 13, 2020",9.402,0.48
Greece,GRC,"Apr 14, 2020",9.498,0.096
Greece,GRC,"Apr 15, 2020",9.69,0.192
Greece,GRC,"Apr 16, 2020",9.786,0.096
Greece,GRC,"Apr 17, 2020",10.074,0.288
Greece,GRC,"Apr 18, 2020",10.074,
Greece,GRC,"Apr 19, 2020",10.074,
Greece,GRC,"Apr 20, 2020",10.554,0.48
Greece,GRC,"Apr 21, 2020",11.129,0.576
Greece,GRC,"Apr 22, 2020",11.609,0.48
Greece,GRC,"Apr 23, 2020",11.609,
Greece,GRC,"Apr 24, 2020",11.993,0.384
Greece,GRC,"Apr 25, 2020",12.472,0.48
Greece,GRC,"Apr 26, 2020",12.472,
Greece,GRC,"Apr 27, 2020",12.472,
Greece,GRC,"Apr 28, 2020",13.048,0.576
Greece,GRC,"Apr 29, 2020",13.048,
Greece,GRC,"Apr 30, 2020",13.336,0.288
Greece,GRC,"May 1, 2020",13.432,0.096
Greece,GRC,"May 2, 2020",13.432,
Greece,GRC,"May 3, 2020",13.72,0.288
Greece,GRC,"May 4, 2020",13.816,0.096
Greece,GRC,"May 5, 2020",14.007,0.192
Greece,GRC,"May 6, 2020",14.007,
Greece,GRC,"May 7, 2020",14.103,0.096
Greece,GRC,"May 8, 2020",14.199,0.096
Greece,GRC,"May 9, 2020",14.391,0.192
Guam,GUM,"Mar 22, 2020",5.925,5.925
Guam,GUM,"Mar 23, 2020",5.925,
Guam,GUM,"Mar 24, 2020",5.925,
Guam,GUM,"Mar 25, 2020",5.925,
Guam,GUM,"Mar 26, 2020",5.925,
Guam,GUM,"Mar 27, 2020",5.925,
Guam,GUM,"Mar 28, 2020",5.925,
Guam,GUM,"Mar 29, 2020",5.925,
Guam,GUM,"Mar 30, 2020",5.925,
Guam,GUM,"Mar 31, 2020",5.925,
Guam,GUM,"Apr 1, 2020",17.774,11.85
Guam,GUM,"Apr 2, 2020",17.774,
Guam,GUM,"Apr 3, 2020",17.774,
Guam,GUM,"Apr 4, 2020",23.699,5.925
Guam,GUM,"Apr 5, 2020",23.699,
Guam,GUM,"Apr 6, 2020",23.699,
Guam,GUM,"Apr 7, 2020",23.699,
Guam,GUM,"Apr 8, 2020",23.699,
Guam,GUM,"Apr 9, 2020",23.699,
Guam,GUM,"Apr 10, 2020",23.699,
Guam,GUM,"Apr 11, 2020",23.699,
Guam,GUM,"Apr 12, 2020",29.624,5.925
Guam,GUM,"Apr 13, 2020",29.624,
Guam,GUM,"Apr 14, 2020",29.624,
Guam,GUM,"Apr 15, 2020",29.624,
Guam,GUM,"Apr 16, 2020",29.624,
Guam,GUM,"Apr 17, 2020",29.624,
Guam,GUM,"Apr 18, 2020",29.624,
Guam,GUM,"Apr 19, 2020",29.624,
Guam,GUM,"Apr 20, 2020",29.624,
Guam,GUM,"Apr 21, 2020",29.624,
Guam,GUM,"Apr 22, 2020",29.624,
Guam,GUM,"Apr 23, 2020",29.624,
Guam,GUM,"Apr 24, 2020",29.624,
Guam,GUM,"Apr 25, 2020",29.624,
Guam,GUM,"Apr 26, 2020",29.624,
Guam,GUM,"Apr 27, 2020",29.624,
Guam,GUM,"Apr 28, 2020",29.624,
Guam,GUM,"Apr 29, 2020",29.624,
Guam,GUM,"Apr 30, 2020",29.624,
Guam,GUM,"May 1, 2020",29.624,
Guam,GUM,"May 2, 2020",29.624,
Guam,GUM,"May 3, 2020",29.624,
Guam,GUM,"May 4, 2020",29.624,
Guam,GUM,"May 5, 2020",29.624,
Guam,GUM,"May 6, 2020",29.624,
Guam,GUM,"May 7, 2020",29.624,
Guam,GUM,"May 8, 2020",29.624,
Guam,GUM,"May 9, 2020",29.624,
Guatemala,GTM,"Mar 16, 2020",0.056,0.056
Guatemala,GTM,"Mar 17, 2020",0.056,
Guatemala,GTM,"Mar 18, 2020",0.056,
Guatemala,GTM,"Mar 19, 2020",0.056,
Guatemala,GTM,"Mar 20, 2020",0.056,
Guatemala,GTM,"Mar 21, 2020",0.056,
Guatemala,GTM,"Mar 22, 2020",0.056,
Guatemala,GTM,"Mar 23, 2020",0.056,
Guatemala,GTM,"Mar 24, 2020",0.056,
Guatemala,GTM,"Mar 25, 2020",0.056,
Guatemala,GTM,"Mar 26, 2020",0.056,
Guatemala,GTM,"Mar 27, 2020",0.056,
Guatemala,GTM,"Mar 28, 2020",0.056,
Guatemala,GTM,"Mar 29, 2020",0.056,
Guatemala,GTM,"Mar 30, 2020",0.056,
Guatemala,GTM,"Mar 31, 2020",0.056,
Guatemala,GTM,"Apr 1, 2020",0.056,
Guatemala,GTM,"Apr 2, 2020",0.056,
Guatemala,GTM,"Apr 3, 2020",0.056,
Guatemala,GTM,"Apr 4, 2020",0.056,
Guatemala,GTM,"Apr 5, 2020",0.112,0.056
Guatemala,GTM,"Apr 6, 2020",0.167,0.056
Guatemala,GTM,"Apr 7, 2020",0.167,
Guatemala,GTM,"Apr 8, 2020",0.167,
Guatemala,GTM,"Apr 9, 2020",0.167,
Guatemala,GTM,"Apr 10, 2020",0.167,
Guatemala,GTM,"Apr 11, 2020",0.167,
Guatemala,GTM,"Apr 12, 2020",0.167,
Guatemala,GTM,"Apr 13, 2020",0.279,0.112
Guatemala,GTM,"Apr 14, 2020",0.279,
Guatemala,GTM,"Apr 15, 2020",0.279,
Guatemala,GTM,"Apr 16, 2020",0.279,
Guatemala,GTM,"Apr 17, 2020",0.391,0.112
Guatemala,GTM,"Apr 18, 2020",0.391,
Guatemala,GTM,"Apr 19, 2020",0.391,
Guatemala,GTM,"Apr 20, 2020",0.391,
Guatemala,GTM,"Apr 21, 2020",0.391,
Guatemala,GTM,"Apr 22, 2020",0.447,0.056
Guatemala,GTM,"Apr 23, 2020",0.558,0.112
Guatemala,GTM,"Apr 24, 2020",0.614,0.056
Guatemala,GTM,"Apr 25, 2020",0.614,
Guatemala,GTM,"Apr 26, 2020",0.726,0.112
Guatemala,GTM,"Apr 27, 2020",0.837,0.112
Guatemala,GTM,"Apr 28, 2020",0.837,
Guatemala,GTM,"Apr 29, 2020",0.893,0.056
Guatemala,GTM,"Apr 30, 2020",0.893,
Guatemala,GTM,"May 1, 2020",0.893,
Guatemala,GTM,"May 2, 2020",0.893,
Guatemala,GTM,"May 3, 2020",0.949,0.056
Guatemala,GTM,"May 4, 2020",0.949,
Guatemala,GTM,"May 5, 2020",1.061,0.112
Guatemala,GTM,"May 6, 2020",1.061,
Guatemala,GTM,"May 7, 2020",1.172,0.112
Guatemala,GTM,"May 8, 2020",1.284,0.112
Guatemala,GTM,"May 9, 2020",1.34,0.056
Guinea,GIN,"Apr 16, 2020",0.076,0.076
Guinea,GIN,"Apr 17, 2020",0.076,
Guinea,GIN,"Apr 18, 2020",0.228,0.152
Guinea,GIN,"Apr 19, 2020",0.228,
Guinea,GIN,"Apr 20, 2020",0.381,0.152
Guinea,GIN,"Apr 21, 2020",0.381,
Guinea,GIN,"Apr 22, 2020",0.457,0.076
Guinea,GIN,"Apr 23, 2020",0.457,
Guinea,GIN,"Apr 24, 2020",0.457,
Guinea,GIN,"Apr 25, 2020",0.457,
Guinea,GIN,"Apr 26, 2020",0.533,0.076
Guinea,GIN,"Apr 27, 2020",0.533,
Guinea,GIN,"Apr 28, 2020",0.533,
Guinea,GIN,"Apr 29, 2020",0.533,
Guinea,GIN,"Apr 30, 2020",0.533,
Guinea,GIN,"May 1, 2020",0.533,
Guinea,GIN,"May 2, 2020",0.533,
Guinea,GIN,"May 3, 2020",0.533,
Guinea,GIN,"May 4, 2020",0.533,
Guinea,GIN,"May 5, 2020",0.685,0.152
Guinea,GIN,"May 6, 2020",0.761,0.076
Guinea,GIN,"May 7, 2020",0.838,0.076
Guinea,GIN,"May 8, 2020",0.838,
Guinea,GIN,"May 9, 2020",0.838,
Guinea-Bissau,GNB,"Apr 27, 2020",0.508,0.508
Guinea-Bissau,GNB,"Apr 28, 2020",0.508,
Guinea-Bissau,GNB,"Apr 29, 2020",0.508,
Guinea-Bissau,GNB,"Apr 30, 2020",0.508,
Guinea-Bissau,GNB,"May 1, 2020",0.508,
Guinea-Bissau,GNB,"May 2, 2020",0.508,
Guinea-Bissau,GNB,"May 3, 2020",0.508,
Guinea-Bissau,GNB,"May 4, 2020",1.016,0.508
Guinea-Bissau,GNB,"May 5, 2020",1.016,
Guinea-Bissau,GNB,"May 6, 2020",1.016,
Guinea-Bissau,GNB,"May 7, 2020",1.016,
Guinea-Bissau,GNB,"May 8, 2020",1.016,
Guinea-Bissau,GNB,"May 9, 2020",1.016,
Guyana,GUY,"Mar 13, 2020",1.271,1.271
Guyana,GUY,"Mar 16, 2020",1.271,
Guyana,GUY,"Mar 17, 2020",1.271,
Guyana,GUY,"Mar 18, 2020",1.271,
Guyana,GUY,"Mar 19, 2020",1.271,
Guyana,GUY,"Mar 20, 2020",1.271,
Guyana,GUY,"Mar 21, 2020",1.271,
Guyana,GUY,"Mar 22, 2020",1.271,
Guyana,GUY,"Mar 23, 2020",1.271,
Guyana,GUY,"Mar 24, 2020",1.271,
Guyana,GUY,"Mar 25, 2020",1.271,
Guyana,GUY,"Mar 26, 2020",1.271,
Guyana,GUY,"Mar 27, 2020",1.271,
Guyana,GUY,"Mar 28, 2020",1.271,
Guyana,GUY,"Mar 29, 2020",1.271,
Guyana,GUY,"Mar 30, 2020",1.271,
Guyana,GUY,"Mar 31, 2020",1.271,
Guyana,GUY,"Apr 1, 2020",2.543,1.271
Guyana,GUY,"Apr 2, 2020",5.085,2.543
Guyana,GUY,"Apr 3, 2020",5.085,
Guyana,GUY,"Apr 4, 2020",5.085,
